TITLE,URL,ARCHIVE,SUBJECT,SENDER/RECEIVER,YEAR,POSITION
刘坤一致盛宣怀、张之洞电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2lcn2taoqhb4ualt&dataType=2,SD010257,关税 工厂 英国 通商条约,刘坤一 ,1902,两江总督
张之洞致盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uh1wxg54e6a96fft&dataType=2,SD010258,外务部 常关 矿务 英国 通商口岸,张之洞 ,1902,湖广总督
张之洞、刘坤一致盛宣怀,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/61amvhupy8ylzqcy&dataType=2,SD010278,关税 厘金 英国 通商条约,张之洞 刘坤一,1901,"湖广总督, 两江总督"
张之洞致吕海寰、盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/deqs2feceacsfhjq&dataType=2,SD010365,刘坤一 工厂 股票 英国 轮船,张之洞 ,1902,湖广总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2xsdfyzwzllw4el4&dataType=2,SD010555-2,英国 货币制度 通商条约 银,刘坤一 ,1902,两江总督
外务部、刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/513c4pt95kvayjc8&dataType=2,SD010841,出口 外务部 米,刘坤一 ,1902,两江总督
刘坤一致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7qzdlgf541jjqv9s&dataType=2,SD010894,关税 厘金 张之洞 海关 英国,刘坤一 ,1902,两江总督
刘坤一致盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dxtogqins938hxks&dataType=2,SD010963,裴式楷 贺璧理 轮船 通商条约 马凯,刘坤一 ,1902,两江总督
外务部、军机处、户部、刘坤一等致吕海寰、盛宣怀电抄存,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tkpky66rso6yrzwp&dataType=2,SD011111,关税 军机处 外务部 户部 通商条约,刘坤一 ,1902,两江总督
刘坤一致吕海寰、盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dd48v2rtt7ya7qhw&dataType=2,SD011182,关税 厘金 英国 通商条约,刘坤一 ,1902,两江总督
刘坤一致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zm88gq33oz254uot&dataType=2,SD011290,英国 货币制度 通商口岸 邮政,刘坤一 ,1902,两江总督
刘坤一致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wyl5dwz7x4nlb7wz&dataType=2,SD011291,关税 刘坤一 厘金 外务部 张之洞,刘坤一 ,1902,两江总督
刘坤一致盛宣怀、张之洞、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yg7ditzjmmzcfas6&dataType=2,SD011322,关税 厘金 盐 英国 通商条约,刘坤一 ,1902,两江总督
张之洞致吕海寰、盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/afjjqvnyuqouru6z&dataType=2,SD011323,云南 厘金 四川 山西 盐,张之洞 ,1902,湖广总督
张之洞致盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/avu57gngcj65wzat&dataType=2,SD011409,关税 厘金 海关 盐 租界,张之洞 ,1902,湖广总督
赵尔丰致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/r84lizrk8xue5z8g&dataType=2,SD013110,保路运动 四川,赵尔丰 ,1911,四川总督
赵尔丰致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/prr6yxxkqya68w1m&dataType=2,SD013117,保路运动,赵尔丰 ,1911,四川总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/aebbc1haujkmmynh&dataType=2,SD013197,上海 中外关系 德国,刘坤一 ,?,
[赵尔丰]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6gr5rj5gse4qdpx8&dataType=2,SD013573,水灾 灾害 电报,赵尔丰 ,？,
[赵尔丰]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kkcke5i54fr8ebw8&dataType=2,SD013574,人事 电报局 薪俸,赵尔丰 ,？,
余思诒致李鸿章、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/4av2if4qvxowxe1c&dataType=2,SD013633,杨村 电信工程 电报局,余思诒 ,,
余思诒致李鸿章、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/rpwswfvwr95o5uz6&dataType=2,SD013639,杨村 水灾 物料 电信工程 电报局,余思诒 ,,
长庚致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8n47p1jkz5jx3lrg&dataType=2,SD013833,行程,长庚 ,1909,陕甘总督
长庚致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wd65d5h9z4xic9wp&dataType=2,SD013834,毛庆蕃 灾害 甘肃 赈济,长庚 ,1909,陕甘总督
李岷琛、杨文鼎复盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zl6frgq8ceapb6bf&dataType=2,SD013962,湖北 赈济 锡良,杨文鼎 李岷深,1909,"湖广总督, 湖北按察使"
李岷琛、杨文鼎致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/foxqsxd5lr9rgnij&dataType=2,SD013964,水灾 湖北 赈济,杨文鼎 李岷深,1910,"湖广总督, 湖北按察使"
陶模致盛宣怀、刘坤一等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/j5wouuhkyssutd36&dataType=2,SD014500,广东 货币,陶模 ,1901,两广总督
德寿致刘坤一、盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/xspyurvbzu2ixxd8&dataType=2,SD014545,八国联军侵略中国,德寿 ,1900,两广总督
魏光焘致刘坤一、盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2ul6fmj48zqujdwp&dataType=2,SD014549,西巡,魏光焘 ,1900,陕甘总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/j2nvpc6xime344s4&dataType=2,SD021190,刘坤一 行程 轮船招商局,刘坤一 ,1896,两江总督
刘坤一、张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/a8yuyu18ocydua1a&dataType=2,SD023947,政务处 银元 铸币,张之洞 刘坤一,1901,"湖广总督, 两江总督"
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/p2sdfxv9lwoonn6i&dataType=2,SD023994,北京 天津 铸币,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/4dv58sz7eakph66q&dataType=2,SD023995,山东 铸币,李鸿章 ,1887,直隶总督
张镇芳致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/547omoh5y1uxlj88&dataType=2,SD024773,旱灾 河南 赈济,张镇芳 ,1913,
外务部、刘坤一、张之洞致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6to5a7v93udb9vpw&dataType=2,SD027112,关务 利息 江汉关 法国 洋务局,张之洞 刘坤一,？,
赵尔丰致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kr3iov8a7bjl1kme&dataType=2,SD027135,保路运动 借贷 合同 四川 张之洞,赵尔丰 ,1911,四川总督
赵尔丰致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ej36gjzuakbnn2ug&dataType=2,SD027136,保路运动 合同 四川 铁路,赵尔丰 ,1911,四川总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yrlq4b696yiwbhxi&dataType=2,SD031696,财务 赈济,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/1ebvw6td5w99dsb6&dataType=2,SD031697,军务 电报局 经费 财务 轮船招商局,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/p9vwbdq3bjouaqm1&dataType=2,SD031698-1,张鸿禄 徐润 管理 轮船招商局 郑官应,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5rh6xxigjxjk33fo&dataType=2,SD031699,中外关系 借贷 抵押 朝鲜 轮船招商局,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/se7ewaz5c5k8gv4l&dataType=2,SD040556,东海关 军需 满德 炮,李鸿章 ,1887,直隶总督
张之洞致盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zuz7oux9ws6cgmka&dataType=2,SD040617-5,存票 海关 通商条约,张之洞 ,1902,湖广总督
任道镕致盛宣怀、刘坤一、恩寿电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/s69alum2oein458t&dataType=2,SD040617-6,上海 关税 存票 海关 通商条约,任道镕 ,1902,浙江巡抚
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wm3xegvs69v2ij2g&dataType=2,SD041867,上海织布局 杨宗瀚 纺织 龚寿图,李鸿章 ,1894,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lxgum3zglwbiue5s&dataType=2,SD041875,上海织布局 总理各国事务衙门 经费 龚寿图,李鸿章 ,1894,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hpexfx7kfo37xeoi&dataType=2,SD041876,上海织布局 杨宗瀚 财务 龚寿图,李鸿章 ,1894,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/xxzpgqjvgfi4ggmn&dataType=2,SD041884,华盛纺织厂 天津 朱洪度 经费 股票,李鸿章 ,1894,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qcljvchnsx4fpibq&dataType=2,SD041885,朱洪度 股票 裕源纱厂,李鸿章 ,1894,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jomusbok5amvrxb2&dataType=2,SD043024,保大轮 失事 盗贼案件 荣城县 轮船招商局,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/cnn12qx4vokhj8bm&dataType=2,SD043025,保大轮 失事 盗贼案件 荣城县 轮船招商局,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀、[孙金彪]电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/9rk8wtmkya4qjjja&dataType=2,SD043026,保大轮 失事 盗贼案件 荣城县 轮船招商局,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fctq9j31teti4ud1&dataType=2,SD043030,保大轮 失事 盗贼案件 荣城县 轮船招商局,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/cassolpqtyf6pt6d&dataType=2,SD043033,京师 保大轮 呈控 失事 盗贼案件,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tvkr1x9m5rq43sm1&dataType=2,SD043035,保大轮 失事 盗贼案件 荣城县 轮船招商局,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ivth6vfnkoovrh1k&dataType=2,SD043041,人事 孙叔谦 张曜,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/t7zcstrpc6143jhs&dataType=2,SD043043,会审 保大轮 失事 张曜 盗贼案件,李鸿章 ,1887,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8prm167lfeczbd2y&dataType=2,SD043069,人命案件 周馥 荣城县,李鸿章 ,1888,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/abmrndjt8l8mcwj6&dataType=2,SD043074,周馥 张曜 总理各国事务衙门 案件 烟台,李鸿章 ,1888,直隶总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pk4rk9tm3e2sllzw&dataType=2,SD044830,南洋公学 学堂 教育 章程,刘坤一 ,1896,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/o2uoo4wzjbjwmdgm&dataType=2,SD044908-2,南洋公学译书院 商务 图书 翻译,刘坤一 ,？,
张树声致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/imm8xbxqe9m4fq7p&dataType=2,SD045239-1,中法战争 公务 吴瑞生,张树声 ,？,
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tfj5yvls1qap53oe&dataType=2,SD045244-1,中法战争 军事 大东电报公司,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/optaavec28365xcv&dataType=2,SD045244-3,中法战争 外交 巴纳德 越南 鲍内脱,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/slb1o435wx4a4bmc&dataType=2,SD045245-1,中法战争 经费 越南,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8g1nxbr2tk9u8u3g&dataType=2,SD045245-2,中法战争 公务 大东电报公司,李鸿章 ,1883,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5s3xjhoq7m1x6f9v&dataType=2,SD045245-3,中法战争 大东电报公司 总理各国事务衙门 越南,李鸿章 ,1883,直隶总督
许应骙致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/53j4a7qosnx1h3nt&dataType=2,SD045279,俄国 军机处 刘坤一 李鸿章,许应骙 ,1901,闽浙总督
刘坤一致盛宣怀、张之洞电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/4lyaschkbvoc7juy&dataType=2,SD045282,张之洞 案件 浙江 英国 郑永禧,刘坤一 ,1900,两江总督
袁世凯致刘坤一、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/9wtqtmlwhsun1qcl&dataType=2,SD045289,义和团 家族事务 山东 礼仪,袁世凯 ,1901,山东巡抚
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/q2m8ukwkupp47wqe&dataType=2,SD045319,外交 璧利南 霍必澜,刘坤一 ,1901,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/iw6takgqwg2mhd4q&dataType=2,SD045320,义和团 公务 隐语,刘坤一 ,1901,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lugd29ut3k58rjme&dataType=2,SD045321,人事 周馥 聂缉椝 邵友濂,刘坤一 ,1901,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/pmm54nzd9r6s7leh&dataType=2,SD045322,公务 外交 英国,刘坤一 ,1901,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/bltisfrqde3ynpsq&dataType=2,SD045323,人事 公务,刘坤一 ,1901,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/nkux5xjcmg7qrx4n&dataType=2,SD045325,公务 隐语,刘坤一 ,1901,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/9zmq2wblm1wcv8qr&dataType=2,SD045327,义和团 海关 经费 财务,刘坤一 ,1901,两江总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/d7nyvk7zz7o92yv6&dataType=2,SD045374,京师 公务 安徽 江西 经费,李鸿章 ,1901,直隶总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5iurgj8xhwwi3deo&dataType=2,SD045380,外交 英国 霍必澜,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qto5qyw72v7hm7zx&dataType=2,SD045382,公务 奕劻 江宁府,刘坤一 ,1900,两江总督
刘坤一致张之洞、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/9eajt8y2fruwx6l3&dataType=2,SD045383,公务 奕劻 盛宣怀,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/59lo3jq15gxettq1&dataType=2,SD045384,公务 矿务 萍乡煤矿,刘坤一 ,1900,两江总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/3jue93h7analdwph&dataType=2,SD045385,公务 军机处 奕劻 李鸿章,刘坤一 ,1900,两江总督
刘坤一致张之洞、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5sr82n9ce38aziv8&dataType=2,SD045386,人事 恽祖翼 李祖培,刘坤一 ,1900,两江总督
刘坤一致张之洞、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/f2oaeqsiko9zezir&dataType=2,SD045387,公务 恽祖翼,刘坤一 ,1900,两江总督
刘坤一致张之洞、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2t4sgrpbul3uu191&dataType=2,SD045388,人事 公务 张之洞,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/41atm3xeyygxld1d&dataType=2,SD045389,公务 江宁府 盛宣怀,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/x7rdso7udpub8chh&dataType=2,SD045391,克纳贝 外交 德国,刘坤一 ,1900,两江总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ezp48uji6jwovew8&dataType=2,SD045393,公务 盛宣怀 袁世凯,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jr2x7h6w88wgr5kz&dataType=2,SD045397,义和团 公务 奕劻,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8hbl4w4t2s6oqnr7&dataType=2,SD045402,义和团 公务 经费,刘坤一 ,1900,两江总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/69cdcc8kmxhdq5lm&dataType=2,SD045404,奕劻 岑春煊 张之洞 李鸿章 财务,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yogd7bq29cirhp7q&dataType=2,SD045405,公务 江宁府 荣禄,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ksnr7zf59e1s6uf6&dataType=2,SD045407,人事 公务 吕海寰 户部,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6bpjdkpbvdwy3czf&dataType=2,SD045409,义和团 外交 奕劻,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yn8n7mmgfutbm45v&dataType=2,SD045415,义和团 军事 松寿 黄少春,刘坤一 ,1901,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wq8ex3muac5o2uh8&dataType=2,SD045416,弹药 新加坡 横滨,刘坤一 ,1901,两江总督
刘坤一致张之洞、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/6ubc4y1kun5fyaay&dataType=2,SD045418,外交 奕劻 恽祖翼 英国,刘坤一 ,1900,两江总督
刘坤一致聂缉椝、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wmgpickzjidbsmag&dataType=2,SD045422,户部 李鸿章 江苏 陕西,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5v67t7ycl1aoaryt&dataType=2,SD045428,义和团 公务 江宁府,刘坤一 ,1900,两江总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8ulkk48dzrnjtnce&dataType=2,SD045441,义和团 军事 外交 德国,李鸿章 ,1901,直隶总督
李鸿章致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/poavbji566hzl7zf&dataType=2,SD045466,中国通商银行 张振棨 经费 西药,李鸿章 ,1901,直隶总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/nsbi6d7co2753eky&dataType=2,SD045472,义和团 保定府 军事,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/f9ioqvxnidamd8le&dataType=2,SD045474,义和团 克纳贝 公务 外交 领事,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/admfvnlrk72qnb3q&dataType=2,SD045475,义和团 外交 英国 领事,刘坤一 ,1900,两江总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/af66i75r2337to3w&dataType=2,SD045479,义和团 奕劻 李鸿章 盛宣怀 青岛,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/o3emal8zmbnq5vo2&dataType=2,SD045480,奕劻 德国 李鸿章 袁世凯,刘坤一 ,1900,两江总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yohdsr62zl1hjdxx&dataType=2,SD045487,吕海寰 外邦关系 张之洞,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ibzd3z2uythairbj&dataType=2,SD045489,义和团 内务府 军机处,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kdg7ui5m3tc66njc&dataType=2,SD045490,义和团 公务 海关税,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dlrkuvz2shmju1o1&dataType=2,SD045491,外交 外务部 奕劻 岑春煊 德国,刘坤一 ,1900,两江总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/o3vayo29vpwtiwfs&dataType=2,SD045492,上海电报局 外交关系 张之洞 领事,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/k6vlk536ns6w5hio&dataType=2,SD045495,义和团 张之洞 李鸿章,刘坤一 ,1900,两江总督
刘坤一致盛宣怀等电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ltux9d8er6duuqqk&dataType=2,SD045496,张之洞 李鸿章 荣禄 袁世凯,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tobvq5g4syiuloh5&dataType=2,SD045497,军事 商务 李鸿章 粮食 船只,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/hk2gq483lec8z6hz&dataType=2,SD045498,义和团 京师 李鸿章,刘坤一 ,1900,两江总督
刘坤一致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/1brqz27uqnd515pe&dataType=2,SD045499,义和团 俄国 德国 李鸿章,刘坤一 ,1900,两江总督
